timestamp,open,high,low,close,volume
2025-07-03 17:00:00,291.9700,291.9700,291.9700,291.9700,309839
2025-07-03 16:55:00,291.5200,291.9500,291.5100,291.5100,65
2025-07-03 16:50:00,291.5100,291.5900,291.5100,291.5200,115
2025-07-03 16:45:00,291.6900,291.7673,291.5100,291.5100,646
2025-07-03 16:40:00,291.6400,291.6900,291.6400,291.6900,93
2025-07-03 16:35:00,291.5700,291.6000,291.5700,291.6000,5
2025-07-03 16:30:00,291.5222,291.6900,291.5222,291.6900,11
2025-07-03 16:25:00,291.8800,291.8800,291.5500,291.5500,10
2025-07-03 16:20:00,291.5500,291.9878,291.5500,291.6900,4
2025-07-03 16:15:00,291.8900,291.8900,291.6900,291.6900,2
2025-07-03 16:10:00,291.6900,292.0000,291.6900,292.0000,32
2025-07-03 16:05:00,291.6800,291.9900,291.5100,291.9900,159
2025-07-03 16:00:00,291.6800,291.6900,291.6800,291.6900,2
2025-07-03 15:55:00,291.5300,292.0000,291.4000,291.4000,663
2025-07-03 15:50:00,291.6900,291.7200,291.6900,291.7200,6
2025-07-03 15:45:00,291.6700,291.8900,291.5200,291.6900,30
2025-07-03 15:40:00,292.0000,292.0000,292.0000,292.0000,1
2025-07-03 15:35:00,292.0000,292.0000,291.6000,291.6900,21
2025-07-03 15:30:00,291.9700,291.9700,291.6800,291.9700,312119
2025-07-03 15:25:00,291.5200,291.9700,291.5200,291.5200,111
2025-07-03 15:20:00,291.5200,291.5400,291.5100,291.5400,480
2025-07-03 15:15:00,291.5100,291.5500,291.5100,291.5500,48
2025-07-03 15:10:00,291.5100,291.5200,291.5100,291.5100,22
2025-07-03 15:05:00,291.5100,291.8300,291.5100,291.5100,84
2025-07-03 15:00:00,291.5500,291.5500,291.5100,291.5200,78
2025-07-03 14:55:00,292.0000,292.0000,291.5100,291.6900,119
2025-07-03 14:50:00,291.5200,291.6900,291.5200,291.5200,24
2025-07-03 14:45:00,291.6900,291.7000,291.5100,291.5100,1957
2025-07-03 14:40:00,292.0000,292.0000,291.8000,291.8000,48
2025-07-03 14:35:00,291.5100,292.0000,291.5100,291.5100,49
2025-07-03 14:30:00,291.8900,291.8900,291.5100,291.5100,8
2025-07-03 14:25:00,291.8600,291.8600,291.5100,291.6600,180
2025-07-03 14:20:00,291.6700,291.9000,291.6100,291.6100,58
2025-07-03 14:15:00,291.5100,291.9000,291.5100,291.5100,24
2025-07-03 14:10:00,291.5100,291.9830,291.4000,291.5100,2413
2025-07-03 14:05:00,291.4000,291.5100,291.4000,291.5100,6
2025-07-03 14:00:00,292.0000,292.0000,291.5000,291.8800,8290
2025-07-03 13:55:00,291.8800,291.9000,291.8800,291.9000,7
2025-07-03 13:50:00,291.9000,291.9600,291.4000,291.9400,38
2025-07-03 13:45:00,292.0000,292.0000,291.4333,291.4333,116
2025-07-03 13:40:00,291.9000,291.9700,291.4000,291.9700,137
2025-07-03 13:35:00,291.5000,292.0000,291.4000,291.4000,54
2025-07-03 13:30:00,291.5000,291.7400,291.4400,291.5000,30
2025-07-03 13:25:00,291.7400,291.9900,291.4000,291.4000,123
2025-07-03 13:20:00,292.0000,292.0000,291.6700,291.7500,1520
2025-07-03 13:15:00,291.9700,291.9700,291.7500,291.7600,51
2025-07-03 13:10:00,291.9700,292.0000,291.7500,292.0000,309910
2025-07-03 13:05:00,292.0000,292.0000,291.8000,292.0000,299
2025-07-03 13:00:00,291.6800,292.0000,290.9200,291.8000,706017
2025-07-03 12:55:00,291.5200,291.9660,291.4300,291.6800,158896
2025-07-03 12:50:00,291.5300,291.8200,291.4200,291.5600,48469
2025-07-03 12:45:00,291.3150,291.6800,291.2029,291.4600,28405
2025-07-03 12:40:00,291.2600,291.3900,291.2100,291.2650,32022
2025-07-03 12:35:00,291.1800,291.2600,291.0800,291.2600,24157
2025-07-03 12:30:00,291.0650,291.2050,291.0594,291.1700,22557
2025-07-03 12:25:00,291.0050,291.2300,290.9599,291.0400,18996
2025-07-03 12:20:00,290.9200,291.0500,290.8600,291.0150,19973
2025-07-03 12:15:00,291.0900,291.1050,290.9200,290.9788,17318
2025-07-03 12:10:00,290.8900,291.2100,290.8900,291.1450,19017
2025-07-03 12:05:00,290.7850,291.0299,290.7400,291.0299,14716
2025-07-03 12:00:00,290.8500,290.8899,290.6900,290.7700,15869
2025-07-03 11:55:00,290.5400,290.7600,290.3437,290.7200,30784
2025-07-03 11:50:00,290.5700,290.7000,290.5000,290.5050,20067
2025-07-03 11:45:00,290.6656,290.7550,290.3900,290.5600,16494
2025-07-03 11:40:00,290.7500,290.9099,290.5000,290.6836,16496
2025-07-03 11:35:00,290.7100,291.3000,290.6101,290.6549,26933
2025-07-03 11:30:00,290.2300,290.8450,290.2300,290.6700,47212
2025-07-03 11:25:00,289.9200,290.4700,289.9067,290.3100,36068
2025-07-03 11:20:00,290.7225,291.0250,289.9100,289.9200,32198
2025-07-03 11:15:00,291.7800,291.7800,290.6501,290.6501,42919
2025-07-03 11:10:00,292.2000,292.3200,291.6000,291.7900,67724
2025-07-03 11:05:00,291.8300,292.1800,291.7580,292.1250,53840
2025-07-03 11:00:00,291.4900,292.0000,291.3600,291.8800,50019
2025-07-03 10:55:00,291.2100,291.4600,291.1801,291.3985,42208
2025-07-03 10:50:00,290.9500,291.2700,290.9500,291.1800,41263
2025-07-03 10:45:00,291.0600,291.1200,290.8020,290.8997,49567
2025-07-03 10:40:00,290.6550,291.1400,290.4950,291.0200,56594
2025-07-03 10:35:00,290.3400,290.7100,290.2700,290.7100,20755
2025-07-03 10:30:00,289.9000,290.3629,289.8600,290.3400,21088
2025-07-03 10:25:00,289.6350,289.9800,289.6350,289.9000,15244
2025-07-03 10:20:00,289.7995,289.8600,289.4500,289.6900,26898
2025-07-03 10:15:00,289.9300,290.0000,289.5400,289.8600,26822
2025-07-03 10:10:00,290.0650,290.4000,289.8000,290.0208,21351
2025-07-03 10:05:00,290.1000,290.2963,289.9500,290.0100,13417
2025-07-03 10:00:00,289.9940,290.4000,289.9200,290.1650,30769
2025-07-03 09:55:00,289.8400,290.1800,289.8400,289.9568,25059
2025-07-03 09:50:00,289.6700,289.9800,289.5000,289.8800,21923
2025-07-03 09:45:00,289.5300,289.6600,288.8622,289.5858,30741
2025-07-03 09:40:00,288.8100,289.5000,288.5801,289.3400,21301
2025-07-03 09:35:00,289.0600,289.5700,288.7290,288.8200,33006
2025-07-03 09:30:00,287.9400,289.3135,287.9000,289.1678,71289
2025-07-03 09:25:00,288.2000,288.7000,288.1700,288.2900,320
2025-07-03 09:20:00,288.4300,288.4500,288.2000,288.2000,157
2025-07-03 09:15:00,288.4412,288.4500,288.1200,288.4500,262
2025-07-03 09:10:00,288.1000,288.4600,287.8100,287.8100,25
2025-07-03 09:05:00,288.1200,288.4500,288.1000,288.4500,7
2025-07-03 09:00:00,288.1200,288.2000,288.0000,288.0000,889
2025-07-03 08:55:00,288.4500,288.4500,288.4500,288.4500,8
2025-07-03 08:50:00,288.2200,288.4500,288.1500,288.4500,65
2025-07-03 08:45:00,288.1200,288.4500,288.1200,288.4500,44
